uuid,entity,state
800e0bce-f947-4810-9b87-d6c39ea72818,,
f9e57da4-12a0-43ac-9b8d-0a5e4de2aef8,,
d42f1bf4-3a48-4a67-9aae-8633e1ee7f1f,,
e62c9b5e-1a0a-42b8-9f87-6c81a2ff2327,,
9a02b679-2826-4108-ac59-4758d2dc6889,,
8c57fbc4-6368-4a65-b18a-b3304c406ef2,,
259d3d59-7bd9-472d-a4e4-c4450542cb2b,,
f37f3355-0ace-437a-b74a-00eb4a7c9866,,
1bcb9f22-a44a-4d85-af3e-48b88b158fff,,
a2b44c6c-312c-4ed6-bf2f-1b1337218436,,
b846d940-955f-46da-8081-30d5724fde5f,,
0e451fbe-c8a3-458f-8a7e-d65907898ee7,,
5e8d208f-4f9e-4684-8364-4674f50e5df6,,
53530396-3792-4838-af39-6d0668f039c6,,
d08c5385-13c9-40fb-8a6a-319c5130f840,,
408ae452-14f5-41f2-b46f-0f4431d0644d,,
3c89067d-d32d-4807-a667-51ab45182007,,
35e98f0b-5edd-4d38-bf83-db9247583b9f,,
bd9468cf-1432-44c8-80d9-e7b124ef3f1c,,
3d348a6a-0284-4331-a3cb-3d4d19f7d87d,,
e72416ad-7612-4536-a58c-ce0bd4a39605,,
8ee8120c-ce8e-4738-86a3-74c165b5a944,,
3646fba5-bf63-4449-b85c-54c7b2cc7c19,,
0c4c91db-f216-41fa-b676-b0734d6c95bf,,
3938bda6-5d2a-4a78-9d67-d803cac974e2,,
16de23cd-ea00-453f-a322-3bacaebcff4a,,
